result_id,chembl_id,smiles,gene_name,vina_score,MW,LogP,TPSA,HBA,HBD,QED,Lipinski_Pass
4634,CHEMBL269729,Nc1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,MUSK,-8.345,468.60400000000016,5.496000000000004,59.8,2,2,0.3285224226820652,False
4738,CHEMBL6358,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(F)cc4)CC3)nc(N)c2cc1OC,LRP4,-8.287,437.47500000000025,2.7303000000000006,93.81,7,1,0.6136131452511382,True
4767,CHEMBL447227,COc1cc2nc(N3CCN(C(=O)c4ccc(N=C=S)c(I)c4)CC3)nc(N)c2cc1OC,LRP4,-8.273,576.4200000000001,3.5305000000000017,106.17,9,1,0.27961101198420946,False
4751,CHEMBL266484,Cc1cc(Cl)ccc1C(=O)c1ccc(-n2ncc(=O)[nH]c2=O)cc1C,LRP4,-8.26,355.7810000000001,2.42204,84.82,4,1,0.7310717924650317,True
4743,CHEMBL429379,COc1cc2nc(N3CCN(C(=O)C4=CC5C=CC4CC5)CC3)nc(N)c2cc1OC,LRP4,-8.259,421.5010000000003,2.4002000000000008,93.81,7,1,0.7578215743497669,True
4772,CHEMBL6321,COc1cc2nc(N3CCN(C(=O)/C=C/C(=O)c4ccccc4)CC3)nc(N)c2cc1OC,LRP4,-8.225,447.49500000000023,2.3169000000000004,110.88,8,1,0.4527580594400258,True
4533,CHEMBL6354,Nc1cc[n+](Cc2cccc(-c3cccc(C[n+]4ccc(N)c5ccccc54)c3)c2)c2ccccc12,CHRNA1,-8.199,468.6040000000002,5.496000000000005,59.8,2,2,0.32852242268206505,False
4723,CHEMBL414196,COc1cc2nc(N3CCN(C(=O)C4CC4c4ccccc4)CC3)nc(N)c2cc1OC,LRP4,-8.198,433.5120000000002,2.6815000000000007,93.81,7,1,0.6611089103314625,True
4480,CHEMBL25,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CC(=O)C4=O,CHRNA1,-8.18,300.398,3.2664000000000017,51.21,3,0,0.6451648577416613,True
4745,CHEMBL415285,COc1cc2nc(N3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)nc(N)c2cc1OC,LRP4,-8.178,443.5290000000003,2.04852,110.88,8,1,0.6378591329988265,True
4740,CHEMBL6342,COc1cc2nc(N3CCN(C(=O)/C(F)=C/c4ccccc4)CC3)nc(N)c2cc1OC,LRP4,-8.177,437.47500000000025,2.8884000000000007,93.81,7,1,0.6136187944088385,True
4701,CHEMBL21333,CC(=O)OC1=CC=[N+](C)C=C1,LRP4,-8.174,152.173,0.4363999999999999,30.18,2,0,0.43140217503244743,True
4788,CHEMBL6366,COc1cc2nc(N3CCN(C(=O)COc4ccccc4)CC3)nc(N)c2cc1OC,LRP4,-8.161,423.47300000000024,1.9567999999999997,103.04,8,1,0.6418461974696587,True
4732,CHEMBL6347,COc1ccc(/C=C/C(=O)N2CCN(c3nc(N)c4cc(OC)c(OC)cc4n3)CC2)cc1,LRP4,-8.131,449.51100000000025,2.599800000000001,103.04,8,1,0.5730983475823188,True
4750,CHEMBL6238,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1C(=O)c1ccc(Cl)cc1,LRP4,-8.095,355.78100000000006,2.42204,84.82,4,1,0.7310717924650318,True
4486,CHEMBL83,CCC1OC(=O)C2CCCCN2C(=O)C(=O)C(CC(=O)C(CC1=O)O)CC1CCC(=O)C(OC)C1,CHRNA1,-8.07,493.55300000000034,0.9418000000000004,144.35,9,1,0.44670472029523867,True
4737,CHEMBL268768,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccccc4)CC3)nc(N)c2cc1OC,LRP4,-8.063,419.48500000000024,2.5912000000000006,93.81,7,1,0.6354446414944143,True
4768,CHEMBL6302,COc1cc2nc(N3CCN(/C(S)=N/c4ccc(NC(=S)N5CC5)cc4)CC3)nc(N)c2cc1OC,LRP4,-8.049,524.6760000000004,2.9811000000000005,104.14,8,3,0.1517145120780947,False
4769,CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,LRP4,-8.048,383.40800000000024,1.7845999999999997,106.95,8,1,0.7265621787893096,True
